"patient"	"nCount_RNA"	"nFeature_RNA"	"sample"	"ads_x"	"ads_y"	"pixel_x"	"pixel_y"	"SCT_snn_res.0.8"
"P9_56x24_3"	" 9"	"  232"	" 203"	"3"	"55.99"	"24.09"	"12139.3"	" 6738.2"	"2"
"P9_56x26_3"	" 9"	"  288"	" 260"	"3"	"56.01"	"26.06"	"12141.6"	" 7134.2"	"0"
"P9_56x30_3"	" 9"	"  242"	" 207"	"3"	"55.96"	"30.08"	"12132.6"	" 7938.3"	"2"
"P9_56x36_3"	" 9"	"  223"	" 195"	"3"	"55.96"	"36.05"	"12133.9"	" 9136.1"	"2"
"P9_57x7_3"	" 9"	" 1343"	" 960"	"3"	"57.01"	" 7.10"	"12322.4"	" 3334.0"	"3"
"P9_57x9_3"	" 9"	"  446"	" 362"	"3"	"57.02"	" 9.12"	"12324.2"	" 3740.0"	"0"
"P9_57x11_3"	" 9"	"  262"	" 217"	"3"	"57.04"	"11.09"	"12328.1"	" 4134.4"	"0"
"P9_57x15_3"	" 9"	" 1276"	" 879"	"3"	"57.00"	"15.07"	"12321.5"	" 4931.9"	"1"
"P9_57x17_3"	" 9"	"  431"	" 353"	"3"	"57.01"	"17.10"	"12321.9"	" 5339.3"	"2"
"P5_16x30_1"	" 5"	"  860"	" 603"	"1"	"15.97"	"29.95"	" 4931.3"	" 6404.6"	"3"
"P5_17x29_1"	" 5"	"  855"	" 614"	"1"	"16.96"	"28.95"	" 5109.3"	" 6204.3"	"0"
"P5_17x31_1"	" 5"	" 2168"	"1257"	"1"	"16.97"	"30.97"	" 5112.5"	" 6609.9"	"0"
"P5_17x33_1"	" 5"	" 1844"	"1093"	"1"	"17.00"	"32.96"	" 5116.5"	" 7007.6"	"3"
"P5_17x35_1"	" 5"	" 1629"	" 945"	"1"	"17.00"	"34.92"	" 5117.1"	" 7401.0"	"3"
"P5_18x26_1"	" 5"	"  576"	" 438"	"1"	"18.04"	"26.04"	" 5305.3"	" 5620.2"	"0"
"P5_18x28_1"	" 5"	" 1206"	" 748"	"1"	"17.96"	"28.05"	" 5291.2"	" 6024.0"	"2"
"P5_18x30_1"	" 5"	" 2965"	"1558"	"1"	"17.96"	"30.01"	" 5291.3"	" 6416.2"	"0"
"P5_18x32_1"	" 5"	" 2298"	"1327"	"1"	"18.00"	"32.06"	" 5297.2"	" 6827.9"	"0"
"P5_18x34_1"	" 5"	" 2409"	"1353"	"1"	"18.05"	"34.08"	" 5306.1"	" 7232.3"	"1"
"P5_18x38_1"	" 5"	" 1805"	"1057"	"1"	"18.05"	"38.06"	" 5307.0"	" 8031.8"	"3"
"P5_18x40_1"	" 5"	"  543"	" 409"	"1"	"18.01"	"40.04"	" 5299.5"	" 8427.8"	"0"
"P5_19x25_1"	" 5"	"  515"	" 389"	"1"	"19.03"	"25.08"	" 5483.3"	" 5427.1"	"0"
"P5_19x27_1"	" 5"	"  783"	" 540"	"1"	"19.00"	"27.03"	" 5478.8"	" 5818.5"	"3"
"P5_19x29_1"	" 5"	" 3194"	"1628"	"1"	"18.99"	"29.08"	" 5477.6"	" 6229.9"	"0"
"P5_19x31_1"	" 5"	" 2582"	"1437"	"1"	"18.98"	"31.01"	" 5474.4"	" 6616.9"	"0"
"P5_19x33_1"	" 5"	" 1928"	"1144"	"1"	"19.00"	"33.03"	" 5478.9"	" 7022.3"	"3"
"P5_19x35_1"	" 5"	" 1281"	" 829"	"1"	"19.02"	"35.02"	" 5482.9"	" 7421.2"	"3"
"P5_19x37_1"	" 5"	" 1384"	" 869"	"1"	"18.99"	"37.08"	" 5476.0"	" 7835.3"	"6"
"P5_19x39_1"	" 5"	"  763"	" 546"	"1"	"19.02"	"39.02"	" 5481.6"	" 8222.7"	"1"
"P5_19x41_1"	" 5"	"  773"	" 522"	"1"	"19.04"	"41.05"	" 5486.1"	" 8630.2"	"1"
"P5_20x20_1"	" 5"	"  903"	" 640"	"1"	"19.98"	"20.06"	" 5655.7"	" 4421.2"	"3"
"P5_20x22_1"	" 5"	"  590"	" 447"	"1"	"20.03"	"22.10"	" 5665.6"	" 4829.9"	"2"
"P5_20x24_1"	" 5"	"  842"	" 607"	"1"	"19.99"	"24.07"	" 5658.0"	" 5224.8"	"2"
"P5_20x26_1"	" 5"	"  578"	" 433"	"1"	"19.99"	"26.08"	" 5658.3"	" 5628.2"	"3"
"P5_20x28_1"	" 5"	" 2636"	"1371"	"1"	"19.99"	"28.04"	" 5657.9"	" 6021.2"	"2"
"P5_20x30_1"	" 5"	" 2373"	"1333"	"1"	"19.98"	"30.01"	" 5656.4"	" 6416.2"	"3"
"P5_20x32_1"	" 5"	" 2850"	"1550"	"1"	"20.02"	"32.06"	" 5663.9"	" 6828.5"	"3"
"P5_20x34_1"	" 5"	" 1276"	" 826"	"1"	"19.99"	"34.06"	" 5657.1"	" 7228.3"	"0"
"P5_20x36_1"	" 5"	"  652"	" 462"	"1"	"19.99"	"36.05"	" 5657.4"	" 7628.7"	"2"
"P5_20x38_1"	" 5"	" 1030"	" 698"	"1"	"19.99"	"38.04"	" 5658.4"	" 8027.4"	"2"
"P5_20x40_1"	" 5"	"  608"	" 442"	"1"	"20.00"	"40.05"	" 5660.0"	" 8430.6"	"2"
"P5_20x42_1"	" 5"	" 2719"	"1420"	"1"	"20.09"	"42.03"	" 5676.0"	" 8826.8"	"7"
"P5_20x44_1"	" 5"	" 1597"	" 953"	"1"	"19.98"	"44.08"	" 5655.5"	" 9237.6"	"2"
"P5_20x46_1"	" 5"	" 1024"	" 649"	"1"	"20.02"	"46.01"	" 5662.4"	" 9625.2"	"2"
"P5_20x50_1"	" 5"	" 2559"	"1281"	"1"	"20.02"	"50.04"	" 5663.0"	"10434.2"	"4"
"P5_21x19_1"	" 5"	" 1054"	" 705"	"1"	"21.00"	"19.08"	" 5840.4"	" 4225.1"	"3"
"P5_21x21_1"	" 5"	"  658"	" 475"	"1"	"20.98"	"21.08"	" 5837.2"	" 4625.7"	"6"
"P5_21x23_1"	" 5"	"  852"	" 597"	"1"	"20.95"	"23.07"	" 5831.7"	" 5024.8"	"2"
"P5_21x25_1"	" 5"	"  708"	" 514"	"1"	"21.02"	"25.07"	" 5843.5"	" 5425.5"	"0"
"P5_21x27_1"	" 5"	"  756"	" 515"	"1"	"21.01"	"27.06"	" 5841.3"	" 5825.7"	"3"
"P5_21x29_1"	" 5"	"  983"	" 657"	"1"	"20.89"	"29.03"	" 5819.9"	" 6220.9"	"1"
"P5_21x31_1"	" 5"	" 2848"	"1493"	"1"	"20.97"	"31.05"	" 5835.2"	" 6624.8"	"1"
"P5_21x33_1"	" 5"	"  801"	" 564"	"1"	"21.03"	"33.06"	" 5845.1"	" 7029.0"	"0"
"P5_21x35_1"	" 5"	"  867"	" 601"	"1"	"21.02"	"35.06"	" 5843.9"	" 7430.3"	"2"
"P5_21x37_1"	" 5"	" 1004"	" 697"	"1"	"20.98"	"37.06"	" 5837.2"	" 7831.3"	"1"
"P5_21x39_1"	" 5"	"  568"	" 432"	"1"	"21.01"	"39.04"	" 5842.1"	" 8228.6"	"3"
"P5_21x41_1"	" 5"	" 1706"	"1002"	"1"	"21.02"	"41.04"	" 5844.0"	" 8628.4"	"3"
"P5_21x43_1"	" 5"	" 4491"	"1976"	"1"	"21.07"	"43.04"	" 5853.3"	" 9030.5"	"7"
"P5_21x45_1"	" 5"	"  567"	" 422"	"1"	"21.00"	"45.03"	" 5839.7"	" 9429.4"	"1"
"P5_21x47_1"	" 5"	" 1595"	" 871"	"1"	"21.04"	"46.98"	" 5847.1"	" 9819.4"	"4"
"P5_21x49_1"	" 5"	" 3464"	"1561"	"1"	"21.03"	"49.07"	" 5845.3"	"10240.0"	"4"
"P5_21x51_1"	" 5"	" 2038"	"1097"	"1"	"21.05"	"51.06"	" 5849.5"	"10637.3"	"4"
"P5_22x18_1"	" 5"	" 1048"	" 714"	"1"	"21.97"	"18.11"	" 6015.3"	" 4029.6"	"0"
"P5_22x20_1"	" 5"	" 1928"	"1127"	"1"	"21.99"	"20.14"	" 6019.4"	" 4437.6"	"0"
"P5_22x22_1"	" 5"	"  243"	" 207"	"1"	"21.94"	"22.10"	" 6010.7"	" 4829.7"	"1"
"P5_22x24_1"	" 5"	"  526"	" 391"	"1"	"21.98"	"24.15"	" 6016.4"	" 5241.6"	"0"
"P5_22x26_1"	" 5"	"  470"	" 350"	"1"	"21.89"	"26.10"	" 6001.5"	" 5633.3"	"1"
"P5_22x28_1"	" 5"	" 1285"	" 823"	"1"	"21.94"	"28.08"	" 6009.7"	" 6030.5"	"2"
"P5_22x30_1"	" 5"	" 2559"	"1415"	"1"	"21.97"	"30.18"	" 6015.5"	" 6449.9"	"0"
"P5_22x32_1"	" 5"	" 2759"	"1496"	"1"	"21.95"	"32.11"	" 6012.1"	" 6838.0"	"3"
"P5_22x34_1"	" 5"	" 1144"	" 776"	"1"	"22.01"	"34.10"	" 6023.3"	" 7236.2"	"1"
"P5_22x36_1"	" 5"	" 1256"	" 808"	"1"	"21.93"	"36.10"	" 6008.2"	" 7639.1"	"0"
"P5_22x38_1"	" 5"	" 1077"	" 717"	"1"	"21.97"	"38.06"	" 6014.8"	" 8030.6"	"3"
"P5_22x40_1"	" 5"	"  798"	" 559"	"1"	"21.99"	"40.13"	" 6018.8"	" 8446.1"	"0"
"P5_22x42_1"	" 5"	" 1441"	" 899"	"1"	"22.03"	"42.07"	" 6026.4"	" 8836.2"	"6"
"P5_22x44_1"	" 5"	" 1717"	"1017"	"1"	"21.96"	"44.13"	" 6012.8"	" 9248.7"	"2"
"P5_22x46_1"	" 5"	"  979"	" 618"	"1"	"21.98"	"46.10"	" 6017.6"	" 9643.4"	"1"
"P5_22x48_1"	" 5"	" 3754"	"1641"	"1"	"21.98"	"48.05"	" 6017.3"	"10034.6"	"4"
"P5_22x50_1"	" 5"	"11663"	"4101"	"1"	"22.02"	"50.08"	" 6025.1"	"10441.3"	"4"
"P5_22x54_1"	" 5"	" 1684"	" 981"	"1"	"21.97"	"54.07"	" 6015.5"	"11242.2"	"4"
"P5_22x56_1"	" 5"	" 5679"	"2337"	"1"	"21.98"	"56.11"	" 6017.8"	"11651.9"	"5"
"P5_22x58_1"	" 5"	" 3436"	"1809"	"1"	"22.05"	"58.11"	" 6029.7"	"12051.3"	"5"
"P5_23x17_1"	" 5"	"  932"	" 664"	"1"	"22.93"	"17.11"	" 6189.1"	" 3829.8"	"1"
"P5_23x19_1"	" 5"	" 3639"	"1819"	"1"	"22.95"	"19.10"	" 6193.1"	" 4228.1"	"0"
"P5_23x21_1"	" 5"	" 2981"	"1573"	"1"	"22.94"	"21.12"	" 6190.2"	" 4634.3"	"2"
"P5_23x23_1"	" 5"	"  644"	" 471"	"1"	"22.94"	"23.11"	" 6191.4"	" 5033.0"	"2"
"P5_23x25_1"	" 5"	"  455"	" 344"	"1"	"22.99"	"25.07"	" 6199.2"	" 5426.6"	"0"
"P5_23x27_1"	" 5"	"  806"	" 534"	"1"	"22.96"	"27.09"	" 6194.9"	" 5830.3"	"1"
"P5_23x29_1"	" 5"	" 4691"	"2128"	"1"	"22.89"	"29.06"	" 6181.0"	" 6225.5"	"3"
"P5_23x31_1"	" 5"	" 1544"	" 979"	"1"	"22.95"	"31.08"	" 6192.8"	" 6632.3"	"0"
"P5_23x33_1"	" 5"	" 1645"	"1024"	"1"	"22.93"	"33.13"	" 6189.8"	" 7042.1"	"6"
"P5_23x35_1"	" 5"	" 1406"	" 866"	"1"	"23.00"	"35.08"	" 6201.0"	" 7433.1"	"2"
"P5_23x37_1"	" 5"	"  818"	" 564"	"1"	"22.95"	"37.06"	" 6192.1"	" 7830.4"	"1"
"P5_23x39_1"	" 5"	"  926"	" 631"	"1"	"22.97"	"39.07"	" 6196.5"	" 8233.3"	"3"
"P5_23x41_1"	" 5"	"  959"	" 637"	"1"	"22.98"	"41.11"	" 6197.3"	" 8643.5"	"0"
"P5_23x43_1"	" 5"	" 1364"	" 865"	"1"	"23.03"	"43.09"	" 6206.4"	" 9040.5"	"7"
"P5_23x45_1"	" 5"	" 1122"	" 734"	"1"	"22.97"	"45.09"	" 6195.7"	" 9440.7"	"1"
"P5_23x47_1"	" 5"	"  358"	" 278"	"1"	"22.99"	"47.09"	" 6199.6"	" 9842.9"	"3"
"P5_23x49_1"	" 5"	" 8512"	"3134"	"1"	"22.97"	"49.12"	" 6196.5"	"10249.8"	"4"
"P5_23x51_1"	" 5"	" 6968"	"2950"	"1"	"23.00"	"51.16"	" 6201.6"	"10657.3"	"4"
"P5_23x55_1"	" 5"	" 1816"	"1003"	"1"	"23.01"	"55.01"	" 6202.6"	"11431.4"	"4"
"P5_23x57_1"	" 5"	" 3091"	"1610"	"1"	"22.96"	"57.11"	" 6193.5"	"11851.1"	"2"
"P5_23x59_1"	" 5"	" 4469"	"2178"	"1"	"22.98"	"59.09"	" 6198.4"	"12249.5"	"1"
"P5_23x61_1"	" 5"	" 2894"	"1628"	"1"	"23.00"	"61.05"	" 6200.9"	"12641.4"	"5"
"P5_24x16_1"	" 5"	"  995"	" 701"	"1"	"23.96"	"16.09"	" 6374.5"	" 3625.9"	"0"
"P5_24x18_1"	" 5"	"  996"	" 658"	"1"	"23.97"	"18.07"	" 6376.3"	" 4021.8"	"1"
"P5_24x20_1"	" 5"	" 2865"	"1583"	"1"	"23.94"	"20.07"	" 6371.2"	" 4422.7"	"3"
"P5_24x22_1"	" 5"	" 1523"	" 913"	"1"	"23.91"	"22.10"	" 6366.3"	" 4830.5"	"1"
"P5_24x24_1"	" 5"	"  600"	" 459"	"1"	"23.93"	"24.12"	" 6370.4"	" 5236.1"	"0"
"P5_24x26_1"	" 5"	"  751"	" 512"	"1"	"23.98"	"26.07"	" 6379.1"	" 5626.9"	"2"
"P5_24x28_1"	" 5"	" 1949"	"1120"	"1"	"23.93"	"28.12"	" 6369.1"	" 6037.6"	"0"
"P5_24x30_1"	" 5"	" 1988"	"1171"	"1"	"23.92"	"30.13"	" 6368.6"	" 6439.8"	"1"
"P5_24x32_1"	" 5"	" 3746"	"1915"	"1"	"23.90"	"32.01"	" 6364.2"	" 6818.5"	"0"
"P5_24x34_1"	" 5"	" 2098"	"1210"	"1"	"23.97"	"34.09"	" 6376.5"	" 7235.7"	"0"
"P5_24x36_1"	" 5"	" 1287"	" 815"	"1"	"23.92"	"36.06"	" 6368.5"	" 7629.9"	"0"
"P5_24x38_1"	" 5"	"  903"	" 627"	"1"	"23.94"	"38.07"	" 6371.5"	" 8033.2"	"0"
"P5_24x40_1"	" 5"	"  875"	" 606"	"1"	"23.98"	"40.11"	" 6378.8"	" 8442.1"	"3"
"P5_24x42_1"	" 5"	"  727"	" 520"	"1"	"24.00"	"42.11"	" 6382.9"	" 8843.2"	"0"
"P5_24x44_1"	" 5"	"  779"	" 538"	"1"	"23.94"	"44.05"	" 6370.7"	" 9232.0"	"1"
"P5_24x46_1"	" 5"	" 1243"	" 788"	"1"	"23.97"	"46.07"	" 6376.0"	" 9638.2"	"0"
"P5_24x48_1"	" 5"	" 3148"	"1573"	"1"	"23.98"	"48.08"	" 6378.2"	"10040.8"	"4"
"P5_24x50_1"	" 5"	" 4569"	"2211"	"1"	"23.98"	"50.09"	" 6379.3"	"10444.1"	"4"
"P5_24x52_1"	" 5"	" 2136"	"1173"	"1"	"23.96"	"52.05"	" 6375.3"	"10837.0"	"4"
"P5_24x54_1"	" 5"	" 1372"	" 819"	"1"	"23.97"	"54.07"	" 6377.2"	"11241.7"	"4"
"P5_24x56_1"	" 5"	" 5800"	"2462"	"1"	"23.99"	"56.08"	" 6381.4"	"11646.0"	"5"
"P5_24x58_1"	" 5"	" 3720"	"1894"	"1"	"23.97"	"58.13"	" 6376.1"	"12055.8"	"0"
"P5_24x60_1"	" 5"	" 4324"	"2191"	"1"	"23.98"	"60.05"	" 6379.1"	"12442.1"	"2"
"P5_24x62_1"	" 5"	" 5125"	"2524"	"1"	"23.97"	"62.06"	" 6377.0"	"12843.8"	"3"
"P5_25x15_1"	" 5"	" 1164"	" 767"	"1"	"24.94"	"15.09"	" 6552.2"	" 3424.5"	"2"
"P5_25x17_1"	" 5"	" 1321"	" 899"	"1"	"24.94"	"17.08"	" 6551.4"	" 3823.4"	"2"
"P5_25x19_1"	" 5"	" 4492"	"2126"	"1"	"24.94"	"19.09"	" 6552.5"	" 4226.3"	"0"
"P5_25x21_1"	" 5"	" 2385"	"1281"	"1"	"24.93"	"21.08"	" 6550.2"	" 4626.5"	"0"
"P5_25x23_1"	" 5"	" 3357"	"1701"	"1"	"24.96"	"23.11"	" 6556.6"	" 5032.1"	"2"
"P5_25x25_1"	" 5"	"  938"	" 620"	"1"	"24.96"	"25.09"	" 6556.0"	" 5429.3"	"2"
"P5_25x27_1"	" 5"	"  973"	" 673"	"1"	"24.96"	"27.06"	" 6556.0"	" 5825.0"	"3"
"P5_25x29_1"	" 5"	" 3737"	"1823"	"1"	"24.93"	"29.04"	" 6550.8"	" 6222.1"	"2"
"P5_25x31_1"	" 5"	" 1402"	" 962"	"1"	"24.98"	"31.06"	" 6559.8"	" 6626.4"	"1"
"P5_25x33_1"	" 5"	" 3729"	"1838"	"1"	"24.90"	"33.11"	" 6544.9"	" 7039.1"	"3"
"P5_25x35_1"	" 5"	" 1539"	" 950"	"1"	"24.94"	"35.04"	" 6552.7"	" 7425.8"	"3"
"P5_25x37_1"	" 5"	" 1232"	" 828"	"1"	"24.90"	"37.04"	" 6544.2"	" 7826.6"	"6"
"P5_25x39_1"	" 5"	" 1428"	" 892"	"1"	"24.96"	"39.06"	" 6556.0"	" 8232.6"	"0"
"P5_25x41_1"	" 5"	"  928"	" 647"	"1"	"24.97"	"41.10"	" 6557.8"	" 8640.2"	"0"
"P5_25x43_1"	" 5"	" 1072"	" 695"	"1"	"25.00"	"43.11"	" 6562.4"	" 9044.3"	"2"
"P5_25x45_1"	" 5"	"  972"	" 656"	"1"	"24.97"	"45.06"	" 6557.0"	" 9434.8"	"2"
"P5_25x47_1"	" 5"	" 1519"	" 910"	"1"	"24.96"	"47.07"	" 6555.2"	" 9838.9"	"3"
"P5_25x49_1"	" 5"	" 2649"	"1441"	"1"	"24.97"	"49.09"	" 6558.1"	"10242.5"	"0"
"P5_25x51_1"	" 5"	" 3735"	"1933"	"1"	"24.99"	"51.07"	" 6562.0"	"10640.5"	"0"
"P5_25x53_1"	" 5"	" 1294"	" 811"	"1"	"24.96"	"53.08"	" 6555.1"	"11043.8"	"2"
"P5_25x55_1"	" 5"	" 1188"	" 728"	"1"	"24.98"	"55.05"	" 6560.2"	"11437.7"	"0"
"P5_25x57_1"	" 5"	" 3373"	"1713"	"1"	"24.99"	"57.08"	" 6561.9"	"11845.1"	"0"
"P5_25x59_1"	" 5"	" 4476"	"2304"	"1"	"24.99"	"59.08"	" 6561.5"	"12246.3"	"3"
"P5_25x61_1"	" 5"	" 2152"	"1274"	"1"	"24.98"	"61.02"	" 6560.2"	"12635.4"	"2"
"P5_26x16_1"	" 5"	" 1210"	" 777"	"1"	"25.96"	"16.04"	" 6737.0"	" 3615.0"	"3"
"P5_26x18_1"	" 5"	" 2039"	"1195"	"1"	"25.98"	"18.03"	" 6740.8"	" 4013.5"	"3"
"P5_26x20_1"	" 5"	" 2774"	"1624"	"1"	"25.94"	"20.01"	" 6732.5"	" 4411.4"	"1"
"P5_26x22_1"	" 5"	" 5769"	"2546"	"1"	"25.97"	"22.04"	" 6737.8"	" 4817.8"	"0"
"P5_26x24_1"	" 5"	" 3787"	"1859"	"1"	"25.96"	"24.04"	" 6736.2"	" 5219.1"	"3"
"P5_26x26_1"	" 5"	" 1359"	" 864"	"1"	"25.97"	"26.02"	" 6738.2"	" 5616.3"	"1"
"P5_26x28_1"	" 5"	" 4134"	"2025"	"1"	"25.94"	"28.03"	" 6732.5"	" 6020.6"	"3"
"P5_26x30_1"	" 5"	" 2087"	"1267"	"1"	"25.96"	"29.97"	" 6736.7"	" 6408.7"	"1"
"P5_26x32_1"	" 5"	" 2178"	"1252"	"1"	"25.96"	"32.01"	" 6736.7"	" 6818.5"	"1"
"P5_26x34_1"	" 5"	" 2760"	"1513"	"1"	"26.01"	"34.07"	" 6745.0"	" 7231.0"	"2"
"P5_26x36_1"	" 5"	" 1546"	" 959"	"1"	"25.95"	"36.00"	" 6735.0"	" 7617.9"	"3"
"P5_26x38_1"	" 5"	" 1224"	" 780"	"1"	"25.97"	"38.01"	" 6739.0"	" 8022.0"	"2"
"P5_26x40_1"	" 5"	" 1524"	" 944"	"1"	"25.97"	"40.01"	" 6739.0"	" 8421.4"	"1"
"P5_26x42_1"	" 5"	" 1067"	" 700"	"1"	"26.00"	"42.05"	" 6744.3"	" 8830.6"	"2"
"P5_26x44_1"	" 5"	" 1081"	" 710"	"1"	"25.95"	"44.00"	" 6735.6"	" 9223.4"	"2"
"P5_26x46_1"	" 5"	" 1057"	" 683"	"1"	"25.96"	"46.01"	" 6736.1"	" 9625.2"	"3"
"P5_26x48_1"	" 5"	"  706"	" 505"	"1"	"25.98"	"48.00"	" 6740.5"	"10023.7"	"3"
"P5_26x50_1"	" 5"	" 1377"	" 855"	"1"	"26.01"	"50.01"	" 6744.9"	"10427.4"	"0"
"P5_26x52_1"	" 5"	" 1105"	" 727"	"1"	"25.98"	"52.02"	" 6740.9"	"10830.2"	"3"
"P5_26x54_1"	" 5"	" 1074"	" 684"	"1"	"25.98"	"54.00"	" 6740.8"	"11227.6"	"0"
"P5_26x56_1"	" 5"	" 3387"	"1614"	"1"	"26.04"	"55.90"	" 6751.4"	"11609.0"	"5"
"P5_26x58_1"	" 5"	" 2994"	"1660"	"1"	"26.02"	"57.98"	" 6748.1"	"12026.0"	"2"
"P5_26x60_1"	" 5"	" 2719"	"1586"	"1"	"25.99"	"60.01"	" 6742.0"	"12433.2"	"1"
"P5_26x62_1"	" 5"	" 9833"	"3549"	"1"	"25.99"	"62.06"	" 6741.7"	"12843.9"	"0"
"P5_27x15_1"	" 5"	"  954"	" 650"	"1"	"26.93"	"15.07"	" 6911.1"	" 3419.7"	"1"
"P5_27x17_1"	" 5"	" 3056"	"1620"	"1"	"26.97"	"17.07"	" 6919.9"	" 3822.0"	"6"
"P5_27x19_1"	" 5"	" 6527"	"2777"	"1"	"26.96"	"19.08"	" 6917.2"	" 4225.4"	"2"
"P5_27x21_1"	" 5"	" 5057"	"2320"	"1"	"26.94"	"21.06"	" 6913.7"	" 4621.2"	"0"
"P5_27x23_1"	" 5"	" 3562"	"1787"	"1"	"26.95"	"22.99"	" 6915.6"	" 5008.0"	"0"
"P5_27x25_1"	" 5"	" 2516"	"1385"	"1"	"26.96"	"25.06"	" 6916.4"	" 5424.5"	"0"
"P5_27x27_1"	" 5"	" 1199"	" 762"	"1"	"26.89"	"26.97"	" 6905.2"	" 5806.9"	"0"
"P5_27x29_1"	" 5"	" 2698"	"1526"	"1"	"26.94"	"29.04"	" 6914.4"	" 6221.6"	"1"
"P5_27x31_1"	" 5"	" 4232"	"1960"	"1"	"27.01"	"31.00"	" 6927.0"	" 6616.1"	"5"
"P5_27x33_1"	" 5"	" 1981"	"1235"	"1"	"27.02"	"33.08"	" 6928.5"	" 7031.7"	"1"
"P5_27x35_1"	" 5"	" 2985"	"1591"	"1"	"26.97"	"35.03"	" 6919.2"	" 7423.0"	"0"
"P5_27x37_1"	" 5"	" 2639"	"1481"	"1"	"26.95"	"37.05"	" 6915.0"	" 7828.1"	"3"
"P5_27x39_1"	" 5"	" 1312"	" 853"	"1"	"26.93"	"39.02"	" 6911.9"	" 8224.7"	"2"
"P5_27x41_1"	" 5"	" 1109"	" 730"	"1"	"26.99"	"41.03"	" 6922.3"	" 8626.1"	"0"
"P5_27x43_1"	" 5"	" 1014"	" 681"	"1"	"27.00"	"43.05"	" 6923.7"	" 9032.8"	"1"
"P5_27x45_1"	" 5"	"  978"	" 665"	"1"	"26.95"	"45.02"	" 6914.6"	" 9426.7"	"0"
"P5_27x47_1"	" 5"	"  813"	" 568"	"1"	"26.97"	"47.01"	" 6918.2"	" 9825.3"	"2"
"P5_27x49_1"	" 5"	" 1077"	" 702"	"1"	"26.98"	"49.03"	" 6920.9"	"10231.7"	"0"
"P5_27x51_1"	" 5"	"  942"	" 661"	"1"	"27.01"	"51.03"	" 6926.6"	"10631.8"	"1"
"P5_27x53_1"	" 5"	"  756"	" 535"	"1"	"26.97"	"53.02"	" 6918.3"	"11032.3"	"3"
"P5_27x55_1"	" 5"	" 1012"	" 661"	"1"	"26.99"	"55.03"	" 6922.3"	"11433.5"	"3"
"P5_27x57_1"	" 5"	" 3579"	"1710"	"1"	"27.00"	"57.03"	" 6925.0"	"11835.0"	"5"
"P5_27x59_1"	" 5"	" 3631"	"1874"	"1"	"27.02"	"59.02"	" 6928.4"	"12234.6"	"2"
"P5_27x61_1"	" 5"	" 7983"	"3208"	"1"	"26.96"	"61.00"	" 6918.1"	"12630.9"	"2"
"P5_28x8_1"	" 5"	"  643"	" 474"	"1"	"27.93"	" 8.07"	" 7092.7"	" 2015.8"	"0"
"P5_28x16_1"	" 5"	" 2031"	"1195"	"1"	"27.97"	"16.06"	" 7100.3"	" 3619.7"	"0"
"P5_28x18_1"	" 5"	" 1880"	"1203"	"1"	"28.00"	"18.04"	" 7104.4"	" 4015.6"	"6"
"P5_28x20_1"	" 5"	" 3343"	"1783"	"1"	"27.94"	"20.04"	" 7094.0"	" 4416.3"	"0"
"P5_28x22_1"	" 5"	" 8253"	"3197"	"1"	"27.96"	"22.04"	" 7098.0"	" 4818.4"	"0"
"P5_28x24_1"	" 5"	" 5184"	"2408"	"1"	"27.98"	"24.06"	" 7101.8"	" 5224.1"	"3"
"P5_28x26_1"	" 5"	" 1863"	"1107"	"1"	"27.95"	"25.99"	" 7097.1"	" 5611.4"	"0"
"P5_28x28_1"	" 5"	" 1473"	" 914"	"1"	"27.93"	"28.06"	" 7092.8"	" 6026.4"	"2"
"P5_28x30_1"	" 5"	" 4797"	"2220"	"1"	"27.96"	"30.02"	" 7098.0"	" 6419.4"	"1"
"P5_28x32_1"	" 5"	" 2459"	"1458"	"1"	"28.02"	"31.99"	" 7109.4"	" 6814.0"	"3"
"P5_28x34_1"	" 5"	" 2278"	"1388"	"1"	"27.99"	"34.09"	" 7103.7"	" 7234.7"	"1"
"P5_28x36_1"	" 5"	" 2716"	"1522"	"1"	"27.89"	"36.02"	" 7084.7"	" 7621.6"	"3"
"P5_28x38_1"	" 5"	" 2492"	"1350"	"1"	"27.97"	"38.00"	" 7099.3"	" 8019.5"	"0"
"P5_28x40_1"	" 5"	" 2038"	"1241"	"1"	"27.99"	"40.01"	" 7102.6"	" 8421.4"	"3"
"P5_28x42_1"	" 5"	" 1490"	" 907"	"1"	"28.05"	"41.95"	" 7114.7"	" 8811.1"	"0"
"P5_28x44_1"	" 5"	"  819"	" 564"	"1"	"27.96"	"44.02"	" 7097.2"	" 9226.1"	"0"
"P5_28x46_1"	" 5"	"  998"	" 674"	"1"	"27.97"	"46.01"	" 7100.2"	" 9625.1"	"1"
"P5_28x48_1"	" 5"	"  648"	" 484"	"1"	"27.99"	"48.01"	" 7103.5"	"10026.2"	"0"
"P5_28x50_1"	" 5"	"  813"	" 572"	"1"	"28.01"	"50.01"	" 7106.2"	"10427.6"	"0"
"P5_28x52_1"	" 5"	"  750"	" 514"	"1"	"27.99"	"52.03"	" 7102.9"	"10832.3"	"0"
"P5_28x54_1"	" 5"	" 1427"	" 933"	"1"	"27.97"	"54.02"	" 7099.4"	"11232.0"	"0"
"P5_28x56_1"	" 5"	" 2832"	"1468"	"1"	"27.99"	"56.02"	" 7102.9"	"11632.8"	"1"
