,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000225506,havana,gene,ENSG00000225506,2,CYP4A22-AS1,havana,lincRNA,CYP4A22-AS1; ENSG00000225506,FALSE
ENSG00000162365,ensembl_havana,gene,ENSG00000162365,11,CYP4A22,ensembl_havana,protein_coding,CYP4A22; ENSG00000162365,FALSE
ENSG00000224805,havana,gene,ENSG00000224805,2,LINC00853,havana,antisense,LINC00853; ENSG00000224805,FALSE
ENSG00000162366,ensembl_havana,gene,ENSG00000162366,7,PDZK1IP1,ensembl_havana,protein_coding,PDZK1IP1; ENSG00000162366,FALSE
ENSG00000162367,ensembl_havana,gene,ENSG00000162367,11,TAL1,ensembl_havana,protein_coding,TAL1; ENSG00000162367,FALSE
ENSG00000226252,havana,gene,ENSG00000226252,1,AL135960.1,havana,antisense,AL135960.1; ENSG00000226252,FALSE
ENSG00000123473,ensembl_havana,gene,ENSG00000123473,15,STIL,ensembl_havana,protein_coding,STIL; ENSG00000123473,FALSE
ENSG00000162368,ensembl_havana,gene,ENSG00000162368,13,CMPK1,ensembl_havana,protein_coding,CMPK1; ENSG00000162368,FALSE
ENSG00000225762,havana,gene,ENSG00000225762,1,LINC01389,havana,antisense,LINC01389; ENSG00000225762,FALSE
ENSG00000186790,ensembl_havana,gene,ENSG00000186790,5,FOXE3,ensembl_havana,protein_coding,FOXE3; ENSG00000186790,FALSE
ENSG00000237424,havana,gene,ENSG00000237424,1,FOXD2-AS1,havana,lincRNA,FOXD2-AS1; ENSG00000237424,FALSE
ENSG00000186564,ensembl_havana,gene,ENSG00000186564,5,FOXD2,ensembl_havana,protein_coding,FOXD2; ENSG00000186564,FALSE
ENSG00000227947,havana,gene,ENSG00000227947,1,LINC01738,havana,lincRNA,LINC01738; ENSG00000227947,FALSE
ENSG00000269113,ensembl_havana,gene,ENSG00000269113,3,TRABD2B,ensembl_havana,protein_coding,TRABD2B; ENSG00000269113,FALSE
ENSG00000223814,havana,gene,ENSG00000223814,1,AL691459.1,havana,lincRNA,AL691459.1; ENSG00000223814,FALSE
ENSG00000225028,havana,gene,ENSG00000225028,1,AC096541.1,havana,lincRNA,AC096541.1; ENSG00000225028,FALSE
ENSG00000226133,havana,gene,ENSG00000226133,6,AL356289.1,havana,lincRNA,AL356289.1; ENSG00000226133,FALSE
ENSG00000231413,havana,gene,ENSG00000231413,1,AL356289.2,havana,lincRNA,AL356289.2; ENSG00000231413,FALSE
ENSG00000223720,havana,gene,ENSG00000223720,2,AL109659.1,havana,lincRNA,AL109659.1; ENSG00000223720,FALSE
ENSG00000117834,ensembl_havana,gene,ENSG00000117834,12,SLC5A9,ensembl_havana,protein_coding,SLC5A9; ENSG00000117834,FALSE
ENSG00000272491,havana,gene,ENSG00000272491,1,AL109659.2,havana,antisense,AL109659.2; ENSG00000272491,FALSE
ENSG00000132122,ensembl_havana,gene,ENSG00000132122,11,SPATA6,ensembl_havana,protein_coding,SPATA6; ENSG00000132122,FALSE
ENSG00000186094,ensembl_havana,gene,ENSG00000186094,16,AGBL4,ensembl_havana,protein_coding,AGBL4; ENSG00000186094,FALSE
ENSG00000162373,ensembl_havana,gene,ENSG00000162373,12,BEND5,ensembl_havana,protein_coding,BEND5; ENSG00000162373,FALSE
ENSG00000229846,havana,gene,ENSG00000229846,2,AC099788.1,havana,antisense,AC099788.1; ENSG00000229846,FALSE
ENSG00000230114,havana,gene,ENSG00000230114,1,AL590432.1,havana,antisense,AL590432.1; ENSG00000230114,FALSE
ENSG00000162374,ensembl_havana,gene,ENSG00000162374,16,ELAVL4,ensembl_havana,protein_coding,ELAVL4; ENSG00000162374,FALSE
ENSG00000237337,havana,gene,ENSG00000237337,1,AL592182.2,havana,antisense,AL592182.2; ENSG00000237337,FALSE
ENSG00000233407,havana,gene,ENSG00000233407,1,AL592182.1,havana,antisense,AL592182.1; ENSG00000233407,FALSE
ENSG00000284696,havana,gene,ENSG00000284696,1,AL596275.2,havana,lincRNA,AL596275.2; ENSG00000284696,FALSE
ENSG00000284645,havana,gene,ENSG00000284645,1,AL592182.3,havana,lincRNA,AL592182.3; ENSG00000284645,FALSE
ENSG00000142700,ensembl_havana,gene,ENSG00000142700,11,DMRTA2,ensembl_havana,protein_coding,DMRTA2; ENSG00000142700,FALSE
ENSG00000185104,ensembl_havana,gene,ENSG00000185104,19,FAF1,ensembl_havana,protein_coding,FAF1; ENSG00000185104,FALSE
ENSG00000225767,havana,gene,ENSG00000225767,1,AL049637.1,havana,antisense,AL049637.1; ENSG00000225767,FALSE
ENSG00000123080,ensembl_havana,gene,ENSG00000123080,10,CDKN2C,ensembl_havana,protein_coding,CDKN2C; ENSG00000123080,FALSE
ENSG00000204006,ensembl_havana,gene,ENSG00000204006,8,C1orf185,ensembl_havana,protein_coding,C1orf185; ENSG00000204006,FALSE
ENSG00000203356,havana,gene,ENSG00000203356,2,LINC01562,havana,lincRNA,LINC01562; ENSG00000203356,FALSE
ENSG00000123091,ensembl_havana,gene,ENSG00000123091,4,RNF11,ensembl_havana,protein_coding,RNF11; ENSG00000123091,FALSE
ENSG00000236434,havana,gene,ENSG00000236434,2,AL162430.2,havana,antisense,AL162430.2; ENSG00000236434,FALSE
ENSG00000085831,ensembl_havana,gene,ENSG00000085831,15,TTC39A,ensembl_havana,protein_coding,TTC39A; ENSG00000085831,FALSE
ENSG00000261664,havana,gene,ENSG00000261664,5,TTC39A-AS1,havana,antisense,TTC39A-AS1; ENSG00000261664,FALSE
ENSG00000085832,ensembl_havana,gene,ENSG00000085832,16,EPS15,ensembl_havana,protein_coding,EPS15; ENSG00000085832,FALSE
ENSG00000238140,havana,gene,ENSG00000238140,1,AC104170.2,havana,antisense,AC104170.2; ENSG00000238140,FALSE
ENSG00000227070,havana,gene,ENSG00000227070,1,AC104170.1,havana,antisense,AC104170.1; ENSG00000227070,FALSE
ENSG00000117859,ensembl_havana,gene,ENSG00000117859,18,OSBPL9,ensembl_havana,protein_coding,OSBPL9; ENSG00000117859,FALSE
ENSG00000078618,ensembl_havana,gene,ENSG00000078618,21,NRDC,ensembl_havana,protein_coding,NRDC; ENSG00000078618,FALSE
ENSG00000266993,havana,gene,ENSG00000266993,3,AL050343.1,havana,antisense,AL050343.1; ENSG00000266993,FALSE
ENSG00000272175,havana,gene,ENSG00000272175,1,AL050343.2,havana,antisense,AL050343.2; ENSG00000272175,FALSE
ENSG00000169213,ensembl_havana,gene,ENSG00000169213,6,RAB3B,ensembl_havana,protein_coding,RAB3B; ENSG00000169213,FALSE
ENSG00000117862,ensembl_havana,gene,ENSG00000117862,11,TXNDC12,ensembl_havana,protein_coding,TXNDC12; ENSG00000117862,FALSE
ENSG00000198841,havana,gene,ENSG00000198841,3,KTI12,havana,protein_coding,KTI12; ENSG00000198841,FALSE
ENSG00000223390,havana,gene,ENSG00000223390,1,AL445685.1,havana,antisense,AL445685.1; ENSG00000223390,FALSE
ENSG00000228369,havana,gene,ENSG00000228369,2,TXNDC12-AS1,havana,antisense,TXNDC12-AS1; ENSG00000228369,FALSE
ENSG00000134717,ensembl_havana,gene,ENSG00000134717,17,BTF3L4,ensembl_havana,protein_coding,BTF3L4; ENSG00000134717,FALSE
ENSG00000157077,ensembl_havana,gene,ENSG00000157077,14,ZFYVE9,ensembl_havana,protein_coding,ZFYVE9; ENSG00000157077,FALSE
ENSG00000154222,ensembl_havana,gene,ENSG00000154222,14,CC2D1B,ensembl_havana,protein_coding,CC2D1B; ENSG00000154222,FALSE
ENSG00000272100,havana,gene,ENSG00000272100,1,AL513218.1,havana,antisense,AL513218.1; ENSG00000272100,FALSE
ENSG00000085840,ensembl_havana,gene,ENSG00000085840,12,ORC1,ensembl_havana,protein_coding,ORC1; ENSG00000085840,FALSE
ENSG00000134748,ensembl_havana,gene,ENSG00000134748,12,PRPF38A,ensembl_havana,protein_coding,PRPF38A; ENSG00000134748,FALSE
ENSG00000134744,ensembl_havana,gene,ENSG00000134744,13,TUT4,ensembl_havana,protein_coding,TUT4; ENSG00000134744,FALSE
ENSG00000272371,havana,gene,ENSG00000272371,1,AL591167.1,havana,lincRNA,AL591167.1; ENSG00000272371,FALSE
ENSG00000116157,ensembl_havana,gene,ENSG00000116157,5,GPX7,ensembl_havana,protein_coding,GPX7; ENSG00000116157,FALSE
ENSG00000182183,ensembl_havana,gene,ENSG00000182183,14,SHISAL2A,ensembl_havana,protein_coding,SHISAL2A; ENSG00000182183,FALSE
ENSG00000162377,ensembl_havana,gene,ENSG00000162377,5,COA7,ensembl_havana,protein_coding,COA7; ENSG00000162377,FALSE
ENSG00000162378,ensembl_havana,gene,ENSG00000162378,12,ZYG11B,ensembl_havana,protein_coding,ZYG11B; ENSG00000162378,FALSE
ENSG00000203995,ensembl_havana,gene,ENSG00000203995,9,ZYG11A,ensembl_havana,protein_coding,ZYG11A; ENSG00000203995,FALSE
ENSG00000242391,havana,gene,ENSG00000242391,2,AC099677.4,havana,antisense,AC099677.4; ENSG00000242391,FALSE
ENSG00000121310,ensembl_havana,gene,ENSG00000121310,16,ECHDC2,ensembl_havana,protein_coding,ECHDC2; ENSG00000121310,TRUE
ENSG00000116171,ensembl_havana,gene,ENSG00000116171,17,SCP2,ensembl_havana,protein_coding,SCP2; ENSG00000116171,FALSE
ENSG00000174348,ensembl_havana,gene,ENSG00000174348,13,PODN,ensembl_havana,protein_coding,PODN; ENSG00000174348,FALSE
ENSG00000232993,havana,gene,ENSG00000232993,1,AL445183.1,havana,antisense,AL445183.1; ENSG00000232993,FALSE
ENSG00000162383,ensembl_havana,gene,ENSG00000162383,11,SLC1A7,ensembl_havana,protein_coding,SLC1A7; ENSG00000162383,FALSE
ENSG00000235563,havana,gene,ENSG00000235563,1,AL445183.2,havana,antisense,AL445183.2; ENSG00000235563,FALSE
ENSG00000157184,ensembl_havana,gene,ENSG00000157184,6,CPT2,ensembl_havana,protein_coding,CPT2; ENSG00000157184,FALSE
ENSG00000236723,havana,gene,ENSG00000236723,2,AL606760.2,havana,antisense,AL606760.2; ENSG00000236723,FALSE
ENSG00000162384,ensembl_havana,gene,ENSG00000162384,13,C1orf123,ensembl_havana,protein_coding,C1orf123; ENSG00000162384,FALSE
ENSG00000259818,havana,gene,ENSG00000259818,1,AL606760.3,havana,antisense,AL606760.3; ENSG00000259818,FALSE
ENSG00000162385,ensembl_havana,gene,ENSG00000162385,10,MAGOH,ensembl_havana,protein_coding,MAGOH; ENSG00000162385,FALSE
ENSG00000226754,havana,gene,ENSG00000226754,1,AL606760.1,havana,antisense,AL606760.1; ENSG00000226754,FALSE
ENSG00000157193,ensembl_havana,gene,ENSG00000157193,15,LRP8,ensembl_havana,protein_coding,LRP8; ENSG00000157193,FALSE
ENSG00000234578,havana,gene,ENSG00000234578,1,AL355483.4,havana,antisense,AL355483.4; ENSG00000234578,FALSE
ENSG00000228838,havana,gene,ENSG00000228838,1,AL355483.2,havana,antisense,AL355483.2; ENSG00000228838,FALSE
ENSG00000232762,havana,gene,ENSG00000232762,1,AL355483.3,havana,antisense,AL355483.3; ENSG00000232762,FALSE
ENSG00000225675,havana,gene,ENSG00000225675,2,LINC01771,havana,lincRNA,LINC01771; ENSG00000225675,FALSE
ENSG00000226938,havana,gene,ENSG00000226938,1,AC119428.1,havana,lincRNA,AC119428.1; ENSG00000226938,FALSE
ENSG00000230138,havana,gene,ENSG00000230138,1,AC119428.2,havana,lincRNA,AC119428.2; ENSG00000230138,FALSE
ENSG00000143006,ensembl_havana,gene,ENSG00000143006,7,DMRTB1,ensembl_havana,protein_coding,DMRTB1; ENSG00000143006,FALSE
ENSG00000174332,ensembl_havana,gene,ENSG00000174332,5,GLIS1,ensembl_havana,protein_coding,GLIS1; ENSG00000174332,FALSE
ENSG00000058804,ensembl_havana,gene,ENSG00000058804,11,NDC1,ensembl_havana,protein_coding,NDC1; ENSG00000058804,FALSE
ENSG00000058799,ensembl_havana,gene,ENSG00000058799,14,YIPF1,ensembl_havana,protein_coding,YIPF1; ENSG00000058799,FALSE
ENSG00000211452,ensembl_havana,gene,ENSG00000211452,10,DIO1,ensembl_havana,protein_coding,DIO1; ENSG00000211452,FALSE
ENSG00000081870,ensembl_havana,gene,ENSG00000081870,11,HSPB11,ensembl_havana,protein_coding,HSPB11; ENSG00000081870,FALSE
ENSG00000116212,ensembl_havana,gene,ENSG00000116212,14,LRRC42,ensembl_havana,protein_coding,LRRC42; ENSG00000116212,FALSE
ENSG00000203985,ensembl_havana,gene,ENSG00000203985,10,LDLRAD1,ensembl_havana,protein_coding,LDLRAD1; ENSG00000203985,FALSE
ENSG00000116209,ensembl_havana,gene,ENSG00000116209,11,TMEM59,ensembl_havana,protein_coding,TMEM59; ENSG00000116209,TRUE
ENSG00000116205,ensembl_havana,gene,ENSG00000116205,12,TCEANC2,ensembl_havana,protein_coding,TCEANC2; ENSG00000116205,FALSE
ENSG00000256407,havana,gene,ENSG00000256407,2,AL357673.1,havana,protein_coding,AL357673.1; ENSG00000256407,FALSE
ENSG00000157211,ensembl_havana,gene,ENSG00000157211,11,CDCP2,ensembl_havana,protein_coding,CDCP2; ENSG00000157211,FALSE
ENSG00000280425,havana,gene,ENSG00000280425,2,AL357673.2,havana,antisense,AL357673.2; ENSG00000280425,FALSE
ENSG00000215883,ensembl_havana,gene,ENSG00000215883,10,CYB5RL,ensembl_havana,protein_coding,CYB5RL; ENSG00000215883,FALSE
ENSG00000116221,ensembl_havana,gene,ENSG00000116221,15,MRPL37,ensembl_havana,protein_coding,MRPL37; ENSG00000116221,FALSE
ENSG00000157216,ensembl_havana,gene,ENSG00000157216,15,SSBP3,ensembl_havana,protein_coding,SSBP3; ENSG00000157216,FALSE
ENSG00000198711,havana,gene,ENSG00000198711,5,SSBP3-AS1,havana,antisense,SSBP3-AS1; ENSG00000198711,FALSE
ENSG00000225632,havana,gene,ENSG00000225632,1,AL161644.1,havana,antisense,AL161644.1; ENSG00000225632,FALSE
ENSG00000232245,havana,gene,ENSG00000232245,1,AL035415.1,havana,lincRNA,AL035415.1; ENSG00000232245,FALSE
ENSG00000235741,havana,gene,ENSG00000235741,1,AC099796.1,havana,lincRNA,AC099796.1; ENSG00000235741,FALSE
ENSG00000162390,ensembl_havana,gene,ENSG00000162390,17,ACOT11,ensembl_havana,protein_coding,ACOT11; ENSG00000162390,FALSE
ENSG00000162391,ensembl_havana,gene,ENSG00000162391,11,FAM151A,ensembl_havana,protein_coding,FAM151A; ENSG00000162391,FALSE
ENSG00000184313,ensembl_havana,gene,ENSG00000184313,19,MROH7,ensembl_havana,protein_coding,MROH7; ENSG00000184313,FALSE
ENSG00000271723,havana,gene,ENSG00000271723,5,MROH7-TTC4,havana,protein_coding,MROH7-TTC4; ENSG00000271723,FALSE
ENSG00000243725,ensembl_havana,gene,ENSG00000243725,6,TTC4,ensembl_havana,protein_coding,TTC4; ENSG00000243725,FALSE
ENSG00000162396,ensembl_havana,gene,ENSG00000162396,5,PARS2,ensembl_havana,protein_coding,PARS2; ENSG00000162396,FALSE
ENSG00000006555,ensembl_havana,gene,ENSG00000006555,10,TTC22,ensembl_havana,protein_coding,TTC22; ENSG00000006555,FALSE
ENSG00000237453,havana,gene,ENSG00000237453,1,AC096536.2,havana,antisense,AC096536.2; ENSG00000237453,FALSE
ENSG00000162398,ensembl_havana,gene,ENSG00000162398,11,LEXM,ensembl_havana,protein_coding,LEXM; ENSG00000162398,FALSE
ENSG00000116133,ensembl_havana,gene,ENSG00000116133,11,DHCR24,ensembl_havana,protein_coding,DHCR24; ENSG00000116133,FALSE
ENSG00000242396,havana,gene,ENSG00000242396,1,AC096536.3,havana,antisense,AC096536.3; ENSG00000242396,FALSE
ENSG00000233203,havana,gene,ENSG00000233203,6,AC096536.1,havana,antisense,AC096536.1; ENSG00000233203,FALSE
ENSG00000143001,ensembl_havana,gene,ENSG00000143001,4,TMEM61,ensembl_havana,protein_coding,TMEM61; ENSG00000143001,FALSE
ENSG00000233271,havana,gene,ENSG00000233271,1,AL590440.1,havana,antisense,AL590440.1; ENSG00000233271,FALSE
ENSG00000162399,ensembl_havana,gene,ENSG00000162399,7,BSND,ensembl_havana,protein_coding,BSND; ENSG00000162399,FALSE
ENSG00000169174,ensembl_havana,gene,ENSG00000169174,10,PCSK9,ensembl_havana,protein_coding,PCSK9; ENSG00000169174,FALSE
ENSG00000162402,ensembl_havana,gene,ENSG00000162402,13,USP24,ensembl_havana,protein_coding,USP24; ENSG00000162402,FALSE
ENSG00000231090,havana,gene,ENSG00000231090,2,MIR4422HG,havana,lincRNA,MIR4422HG; ENSG00000231090,FALSE
ENSG00000234810,havana,gene,ENSG00000234810,3,AL603840.1,havana,lincRNA,AL603840.1; ENSG00000234810,FALSE
ENSG00000230250,havana,gene,ENSG00000230250,2,LINC01753,havana,lincRNA,LINC01753; ENSG00000230250,FALSE
ENSG00000233079,havana,gene,ENSG00000233079,1,LINC01755,havana,lincRNA,LINC01755; ENSG00000233079,FALSE
ENSG00000235612,havana,gene,ENSG00000235612,1,AL353681.1,havana,lincRNA,AL353681.1; ENSG00000235612,FALSE
ENSG00000260971,havana,gene,ENSG00000260971,4,AC119674.1,havana,lincRNA,AC119674.1; ENSG00000260971,FALSE
ENSG00000284686,havana,gene,ENSG00000284686,1,AC119674.2,havana,protein_coding,AC119674.2; ENSG00000284686,FALSE
ENSG00000223956,havana,gene,ENSG00000223956,2,LINC01767,havana,lincRNA,LINC01767; ENSG00000223956,FALSE
ENSG00000162407,ensembl_havana,gene,ENSG00000162407,8,PLPP3,ensembl_havana,protein_coding,PLPP3; ENSG00000162407,TRUE
ENSG00000162409,ensembl_havana,gene,ENSG00000162409,10,PRKAA2,ensembl_havana,protein_coding,PRKAA2; ENSG00000162409,FALSE
ENSG00000187889,ensembl_havana,gene,ENSG00000187889,12,FYB2,ensembl_havana,protein_coding,FYB2; ENSG00000187889,FALSE
ENSG00000229913,havana,gene,ENSG00000229913,1,AL360295.1,havana,antisense,AL360295.1; ENSG00000229913,FALSE
ENSG00000157131,ensembl_havana,gene,ENSG00000157131,10,C8A,ensembl_havana,protein_coding,C8A; ENSG00000157131,FALSE
ENSG00000021852,ensembl_havana,gene,ENSG00000021852,12,C8B,ensembl_havana,protein_coding,C8B; ENSG00000021852,FALSE
ENSG00000236341,havana,gene,ENSG00000236341,1,AL161740.1,havana,antisense,AL161740.1; ENSG00000236341,FALSE
ENSG00000173406,ensembl_havana,gene,ENSG00000173406,15,DAB1,ensembl_havana,protein_coding,DAB1; ENSG00000173406,FALSE
ENSG00000227935,havana,gene,ENSG00000227935,1,AL390243.1,havana,lincRNA,AL390243.1; ENSG00000227935,FALSE
ENSG00000226759,havana,gene,ENSG00000226759,7,DAB1-AS1,havana,antisense,DAB1-AS1; ENSG00000226759,FALSE
ENSG00000235038,havana,gene,ENSG00000235038,1,AL445193.2,havana,lincRNA,AL445193.2; ENSG00000235038,FALSE
ENSG00000162600,ensembl_havana,gene,ENSG00000162600,11,OMA1,ensembl_havana,protein_coding,OMA1; ENSG00000162600,FALSE
ENSG00000184292,ensembl_havana,gene,ENSG00000184292,6,TACSTD2,ensembl_havana,protein_coding,TACSTD2; ENSG00000184292,TRUE
ENSG00000162601,ensembl_havana,gene,ENSG00000162601,9,MYSM1,ensembl_havana,protein_coding,MYSM1; ENSG00000162601,FALSE
ENSG00000283445,havana,gene,ENSG00000283445,1,AL136985.3,havana,lincRNA,AL136985.3; ENSG00000283445,FALSE
ENSG00000177606,ensembl_havana,gene,ENSG00000177606,6,JUN,ensembl_havana,protein_coding,JUN; ENSG00000177606,TRUE
ENSG00000234807,havana,gene,ENSG00000234807,5,LINC01135,havana,lincRNA,LINC01135; ENSG00000234807,FALSE
ENSG00000272226,havana,gene,ENSG00000272226,1,AL136985.2,havana,lincRNA,AL136985.2; ENSG00000272226,FALSE
ENSG00000231740,havana,gene,ENSG00000231740,1,AL136985.1,havana,lincRNA,AL136985.1; ENSG00000231740,FALSE
ENSG00000232453,havana,gene,ENSG00000232453,6,AC105277.1,havana,lincRNA,AC105277.1; ENSG00000232453,FALSE
ENSG00000237352,havana,gene,ENSG00000237352,3,LINC01358,havana,lincRNA,LINC01358; ENSG00000237352,FALSE
ENSG00000241042,havana,gene,ENSG00000241042,1,AL592431.2,havana,lincRNA,AL592431.2; ENSG00000241042,FALSE
ENSG00000235215,havana,gene,ENSG00000235215,2,AL592431.1,havana,lincRNA,AL592431.1; ENSG00000235215,FALSE
ENSG00000270457,havana,gene,ENSG00000270457,1,AC093424.1,havana,lincRNA,AC093424.1; ENSG00000270457,FALSE
ENSG00000172456,ensembl_havana,gene,ENSG00000172456,17,FGGY,ensembl_havana,protein_coding,FGGY; ENSG00000172456,FALSE
ENSG00000226883,havana,gene,ENSG00000226883,1,AL035416.1,havana,antisense,AL035416.1; ENSG00000226883,FALSE
ENSG00000134709,ensembl_havana,gene,ENSG00000134709,10,HOOK1,ensembl_havana,protein_coding,HOOK1; ENSG00000134709,FALSE
ENSG00000134716,ensembl_havana,gene,ENSG00000134716,9,CYP2J2,ensembl_havana,protein_coding,CYP2J2; ENSG00000134716,FALSE
ENSG00000162598,ensembl_havana,gene,ENSG00000162598,13,C1orf87,ensembl_havana,protein_coding,C1orf87; ENSG00000162598,FALSE
ENSG00000238242,havana,gene,ENSG00000238242,1,AC097066.1,havana,lincRNA,AC097066.1; ENSG00000238242,FALSE
ENSG00000226476,havana,gene,ENSG00000226476,3,LINC01748,havana,lincRNA,LINC01748; ENSG00000226476,FALSE
ENSG00000231252,havana,gene,ENSG00000231252,2,AC099792.1,havana,lincRNA,AC099792.1; ENSG00000231252,FALSE
ENSG00000162599,ensembl_havana,gene,ENSG00000162599,15,NFIA,ensembl_havana,protein_coding,NFIA; ENSG00000162599,TRUE
ENSG00000237928,havana,gene,ENSG00000237928,5,NFIA-AS2,havana,antisense,NFIA-AS2; ENSG00000237928,FALSE
ENSG00000284808,havana,gene,ENSG00000284808,1,AC099791.3,havana,lincRNA,AC099791.3; ENSG00000284808,FALSE
ENSG00000162604,ensembl_havana,gene,ENSG00000162604,12,TM2D1,ensembl_havana,protein_coding,TM2D1; ENSG00000162604,FALSE
ENSG00000271200,havana,gene,ENSG00000271200,1,AC099791.2,havana,lincRNA,AC099791.2; ENSG00000271200,FALSE
ENSG00000132849,ensembl_havana,gene,ENSG00000132849,20,PATJ,ensembl_havana,protein_coding,PATJ; ENSG00000132849,FALSE
ENSG00000240563,ensembl_havana,gene,ENSG00000240563,1,L1TD1,ensembl_havana,protein_coding,L1TD1; ENSG00000240563,FALSE
ENSG00000132854,ensembl_havana,gene,ENSG00000132854,18,KANK4,ensembl_havana,protein_coding,KANK4; ENSG00000132854,FALSE
ENSG00000162607,ensembl_havana,gene,ENSG00000162607,12,USP1,ensembl_havana,protein_coding,USP1; ENSG00000162607,FALSE
ENSG00000116641,ensembl_havana,gene,ENSG00000116641,17,DOCK7,ensembl_havana,protein_coding,DOCK7; ENSG00000116641,FALSE
ENSG00000132855,ensembl_havana,gene,ENSG00000132855,4,ANGPTL3,ensembl_havana,protein_coding,ANGPTL3; ENSG00000132855,FALSE
ENSG00000235545,havana,gene,ENSG00000235545,1,AC103923.1,havana,antisense,AC103923.1; ENSG00000235545,FALSE
ENSG00000125703,ensembl_havana,gene,ENSG00000125703,14,ATG4C,ensembl_havana,protein_coding,ATG4C; ENSG00000125703,FALSE
ENSG00000234318,havana,gene,ENSG00000234318,1,AC099794.1,havana,lincRNA,AC099794.1; ENSG00000234318,FALSE
ENSG00000229537,havana,gene,ENSG00000229537,6,LINC01739,havana,lincRNA,LINC01739; ENSG00000229537,FALSE
ENSG00000227485,havana,gene,ENSG00000227485,1,AL162400.1,havana,lincRNA,AL162400.1; ENSG00000227485,FALSE
ENSG00000229225,havana,gene,ENSG00000229225,1,AL162400.2,havana,lincRNA,AL162400.2; ENSG00000229225,FALSE
ENSG00000203605,havana,gene,ENSG00000203605,3,AC096543.1,havana,lincRNA,AC096543.1; ENSG00000203605,FALSE
ENSG00000228734,havana,gene,ENSG00000228734,2,AC096543.2,havana,lincRNA,AC096543.2; ENSG00000228734,FALSE
ENSG00000230798,havana,gene,ENSG00000230798,5,FOXD3-AS1,havana,antisense,FOXD3-AS1; ENSG00000230798,FALSE
ENSG00000187140,ensembl_havana,gene,ENSG00000187140,5,FOXD3,ensembl_havana,protein_coding,FOXD3; ENSG00000187140,FALSE
ENSG00000088035,ensembl_havana,gene,ENSG00000088035,15,ALG6,ensembl_havana,protein_coding,ALG6; ENSG00000088035,FALSE
ENSG00000142856,ensembl_havana,gene,ENSG00000142856,16,ITGB3BP,ensembl_havana,protein_coding,ITGB3BP; ENSG00000142856,FALSE
ENSG00000203965,ensembl_havana,gene,ENSG00000203965,12,EFCAB7,ensembl_havana,protein_coding,EFCAB7; ENSG00000203965,FALSE
ENSG00000079739,ensembl_havana,gene,ENSG00000079739,15,PGM1,ensembl_havana,protein_coding,PGM1; ENSG00000079739,TRUE
